Unknown Number,Gene ID,Gene Type,LogFC,AveExpr,Gene Stable ID Ver,Gene name,Gene Type,Gene Start,Gene End
7886, ENSG00000238004.1, lincRNA, -0.0268802856049349, 5.24603516793839, ENSG00000238004.1,,lncRNA,154459857,154460820,
11972, ENSG00000199986.1, snRNA, -0.00920690784292915, 7.32942272480046, ENSG00000199986.1,RNU6-486P,snRNA,180581057,180581163,"RNA, U6 small nuclear 486,
219, ENSG00000284692.2, lincRNA, 0.0120653152278221, 1.23105863451307, ENSG00000284692.2,,lncRNA,5478736,5493057,
9927, ENSG00000227245.1, lincRNA, -0.00161910350869242, 2.70547293962723, ENSG00000227245.1,,lncRNA,43087479,43088068,
7461, ENSG00000270815.1, processed_pseudogene, 0.0180834380682713, 6.89228208570247, ENSG00000270815.1,,processed_pseudogene,124778454,124778640,"heat shock protein 90kDa alpha (cytosolic),
10059, ENSG00000265483.1, miRNA, 0.0245275603946602, 3.24488815257788, ENSG00000265483.1,MIR4443,miRNA,48196564,48196616,
14235, ENSG00000207155.1, misc_RNA, -0.0204946090308837, 6.19919232207413, ENSG00000207155.1,RNY1P14,misc_RNA,140700835,140700942,
13945, ENSG00000196656.7, transcribed_processed_pseudogene, -0.0301045456269608, 5.26754435761298, ENSG00000196656.7,,transcribed_processed_pseudogene,113214046,113217170,
18143, ENSG00000229313.1, antisense, -0.0217418418715024, 5.60937108622017, ENSG00000229313.1,,lncRNA,25041839,25056664,
415, ENSG00000201135.1, snRNA, -0.0160217953641633, 6.9777681870469, ENSG00000201135.1,RNU6-777P,snRNA,12077881,12077984,"RNA, U6 small nuclear 777,
3227, ENSG00000224784.2, processed_pseudogene, 0.00276876390286291, 7.75766110111411, ENSG00000224784.2,S100A15A,processed_pseudogene,153396591,153396771,
6328, ENSG00000236148.5, processed_pseudogene, 0.00302862224908236, 8.14194654602714, ENSG00000236148.5,RPL23AP37,processed_pseudogene,64347193,64347741,
3500, ENSG00000229724.1, unprocessed_pseudogene, 0.0400641682925198, 5.70168840325758, ENSG00000229724.1,OR2AQ1P,unprocessed_pseudogene,158796014,158796213,
16163, ENSG00000250156.3, lincRNA, -0.0018699239939987, 3.81296067205148, ENSG00000250156.3,LINC02060,lncRNA,88408982,88439090,
14351, ENSG00000202331.1, rRNA_pseudogene, 0.000930186198232083, 3.69059776053475, ENSG00000202331.1,RNA5SP167,rRNA_pseudogene,149907560,149907675,"RNA,
16140, ENSG00000284078.1, miRNA, 0.0156833511806006, 4.0249383746699, ENSG00000284078.1,SNORD138,miRNA,86620497,86620575,"small nucleolar RNA,
10287, ENSG00000242142.1, processed_pseudogene, 0.0225743039009405, 4.78060410271771, ENSG00000242142.1,SERBP1P3,processed_pseudogene,53064283,53065091,
9204, ENSG00000222449.1, snRNA, -0.0200524726470839, 7.63689720664878, ENSG00000222449.1,RNU6-1140P,snRNA,237563165,237563270,"RNA, U6 small nuclear 1140,
6362, ENSG00000243029.3, misc_RNA, -0.0276838164489228, 5.17647879458299, ENSG00000243029.3,RN7SL635P,misc_RNA,65545401,65545696,"RNA, 7SL, cytoplasmic 635,
6785, ENSG00000211598.2, IG_V_gene, 0.0288699607200612, 5.40387464401204, ENSG00000211598.2,IGKV4-1,IG_V_gene,88885397,88886153,
12156, ENSG00000224049.1, lincRNA, 0.00347731722735573, 3.28431707728526, ENSG00000224049.1,,lncRNA,187796187,187805258,
17488, ENSG00000037241.7, protein_coding, 0.0120897739201865, 4.42472522422329, ENSG00000037241.7,RPL26L1,protein_coding,172958729,172969771,
9346, ENSG00000225310.1, processed_pseudogene, -0.000788162604870142, 7.90023791933205, ENSG00000225310.1,DNAJC19P4,processed_pseudogene,2985231,2985575,
5818, ENSG00000197644.2, antisense, 0.00448576903063328, 6.73205744456823, ENSG00000197644.2,,lncRNA,29899597,29907199,
11351, ENSG00000242070.1, processed_pseudogene, -0.0143783907402343, 8.0351306650986, ENSG00000242070.1,NPM1P17,processed_pseudogene,137723774,137724543,
3301, ENSG00000228264.1, processed_pseudogene, 0.0224218870945412, 7.2499751260046, ENSG00000228264.1,PSMD8P1,processed_pseudogene,154414369,154415137,"proteasome 26S subunit, non-ATPase,
1457, ENSG00000281133.1, pseudogene, 0.00944882576402215, 5.97148198669259, ENSG00000281133.1,,pseudogene,45580892,45580996,
10932, ENSG00000259976.3, 3prime_overlapping_ncRNA, 0.0206991198454417, 5.85663334516676, ENSG00000259976.3,,lncRNA,114314501,114329714,
1215, ENSG00000223589.2, processed_pseudogene, -0.0213528712795766, 4.05896839296609, ENSG00000223589.2,,processed_pseudogene,38080572,38080911,"FK506 binding protein 3,
17455, ENSG00000265740.2, misc_RNA, 0.0188655260684049, 6.00849414014275, ENSG00000265740.2,RN7SL339P,misc_RNA,171359117,171359412,"RNA, 7SL, cytoplasmic 339,
3245, ENSG00000272030.1, antisense, 0.00814685750460184, 3.22125216227163, ENSG00000272030.1,,lncRNA,153631438,153634397,"novel transcript,
18243, ENSG00000272468.1, lincRNA, -0.00132675319520567, 4.77886208830184, ENSG00000272468.1,,lncRNA,27122657,27123221,
1461, ENSG00000281825.1, pseudogene, -0.000398449768637314, -0.813601727606246, ENSG00000281825.1,,pseudogene,45605657,45605730,
4775, ENSG00000213032.3, processed_pseudogene, 0.00337438709508979, 7.77501801590362, ENSG00000213032.3,NDUFA3P3,processed_pseudogene,225964179,225964428,
12990, ENSG00000248283.2, processed_pseudogene, 0.0172566042999202, 8.54316707951478, ENSG00000248283.2,CCNL2P1,processed_pseudogene,42561457,42562425,
12391, ENSG00000272885.1, lincRNA, 0.000390013790072656, -0.0549916528164335, ENSG00000272885.1,,lncRNA,416118,416537,
8471, ENSG00000257045.1, antisense, -0.00333430677320793, 5.09222418813515, ENSG00000257045.1,,lncRNA,199325310,199329362,"novel transcript,
11479, ENSG00000261051.1, sense_overlapping, -0.0260823100895219, 4.48868922613202, ENSG00000261051.1,,lncRNA,146059585,146061679,"novel transcript,
125, ENSG00000272106.1, antisense, -0.0199968968846901, 2.50421691660754, ENSG00000272106.1,,lncRNA,1613758,1615795,
6165, ENSG00000241114.1, processed_pseudogene, -0.0127565322467326, 3.18702355532147, ENSG00000241114.1,,processed_pseudogene,54079974,54080280,
18944, ENSG00000206848.1, snRNA, -0.00761220272505717, 5.75928545021934, ENSG00000206848.1,RNU6-890P,snRNA,42664162,42664268,"RNA, U6 small nuclear 890,
6378, ENSG00000230355.1, processed_pseudogene, 0.000342286146159966, -1.1091101031928, ENSG00000230355.1,,processed_pseudogene,66881087,66881222,
14128, ENSG00000241392.3, misc_RNA, -0.0156915766519737, 3.48119047666091, ENSG00000241392.3,RN7SL205P,misc_RNA,131720260,131720543,"RNA, 7SL, cytoplasmic 205,
10587, ENSG00000242828.1, lincRNA, 0.00396370396359682, 5.57482226524232, ENSG00000242828.1,,lncRNA,80761042,80788963,
12545, ENSG00000279859.2, TEC, 0.0107582876632662, 3.77526368148051, ENSG00000279859.2,,TEC,6691995,6692970,
15260, ENSG00000248908.1, lincRNA, -0.0110410171326129, 7.72465799654529, ENSG00000248908.1,LINC02239,lncRNA,24835280,24840583,
7164, ENSG00000233939.1, processed_pseudogene, -0.0158567444480767, 6.69918249014193, ENSG00000233939.1,RPL27AP4,processed_pseudogene,106304755,106305197,
6686, ENSG00000229648.1, processed_pseudogene, 0.0203276468698792, 2.89084068460374, ENSG00000229648.1,RPSAP22,processed_pseudogene,85490930,85491780,
7556, ENSG00000283940.1, unprocessed_pseudogene, -0.00395168550123738, 7.10876494746553, ENSG00000283940.1,MTND3P15,unprocessed_pseudogene,130278036,130278376,
2052, ENSG00000235400.1, processed_pseudogene, -0.0240599619335466, 5.24929703951896, ENSG00000235400.1,,processed_pseudogene,78749073,78750659,
12164, ENSG00000279891.1, TEC, 0.000922423778982478, 1.42380103232942, ENSG00000279891.1,FLJ42393,TEC,188178543,188180812,
440, ENSG00000120952.4, protein_coding, -0.0313277161639884, 4.72915914525741, ENSG00000120952.4,PRAMEF2,protein_coding,12857086,12861909,
3200, ENSG00000224308.1, antisense, 0.0309477410659508, 5.95973362609698, ENSG00000224308.1,LINC01527,lncRNA,152930040,152949210,
3413, ENSG00000260460.1, lincRNA, 0.00189440862951184, 9.2349394481795, ENSG00000260460.1,,lncRNA,156509854,156511681,
8724, ENSG00000271074.1, processed_pseudogene, -0.00556093453741222, 6.99924484372046, ENSG00000271074.1,,processed_pseudogene,211104934,211105732,
8960, ENSG00000228681.1, processed_pseudogene, -0.0319915237922832, 4.61449931633526, ENSG00000228681.1,,processed_pseudogene,224294930,224295753,
10153, ENSG00000264706.2, misc_RNA, 0.0198415520529259, 8.74443267901866, ENSG00000264706.2,RN7SL217P,misc_RNA,49863375,49863660,"RNA, 7SL, cytoplasmic 217,
6824, ENSG00000253592.1, IG_V_pseudogene, 0.00124062501990956, 3.65228043712323, ENSG00000253592.1,IGKV2-38,IG_V_pseudogene,89309898,89310144,
1094, ENSG00000225313.5, antisense, 0.0011575802069849, 3.43582428029143, ENSG00000225313.5,,lncRNA,33307348,33349245,
5940, ENSG00000235009.1, lincRNA, 0.00925751853004083, 3.21440543956927, ENSG00000235009.1,LINC01883,lncRNA,38431294,38433573,
14065, ENSG00000226655.1, lincRNA, 0.000356056413747249, 1.06304052165478, ENSG00000226655.1,,lncRNA,123744923,123745673,
12407, ENSG00000233799.1, antisense, 0.00040154449162906, 0.527808081362066, ENSG00000233799.1,,lncRNA,764487,765074,"novel transcript,
14562, ENSG00000240674.1, processed_pseudogene, -0.015399358447859, 2.7044955556485, ENSG00000240674.1,,processed_pseudogene,165012366,165012845,
17096, ENSG00000238374.1, snRNA, 0.000347425224239938, 0.928861235608745, ENSG00000238374.1,RNU7-180P,snRNA,146245191,146245253,"RNA,
8977, ENSG00000261379.1, sense_intronic, 0.00257613097481641, 0.917822306122562, ENSG00000261379.1,,lncRNA,226804036,226805061,
18540, ENSG00000230174.1, lincRNA, -0.0165162518679528, 6.34400513472251, ENSG00000230174.1,LINC01149,lncRNA,31441667,31446973,
15864, ENSG00000253900.1, unprocessed_pseudogene, -0.0360922561635693, 5.61038142939846, ENSG00000253900.1,CDH12P4,unprocessed_pseudogene,71132993,71133287,
9441, ENSG00000229217.1, processed_pseudogene, 0.00122164715127851, 1.37951831344351, ENSG00000229217.1,CYCSP11,processed_pseudogene,10057973,10058287,
14168, ENSG00000249311.4, processed_pseudogene, -0.00123082970844904, 1.61614071518121, ENSG00000249311.4,TERF1P3,processed_pseudogene,136355110,136356336,
15492, ENSG00000239694.1, processed_pseudogene, -0.00819377246103192, 8.29750189003582, ENSG00000239694.1,RPSAP38,processed_pseudogene,41951313,41952193,
15960, ENSG00000251078.1, processed_pseudogene, 0.0114995287867979, 4.5404036189536, ENSG00000251078.1,SLC25A5P9,processed_pseudogene,75752570,75753479,
15166, ENSG00000251990.1, rRNA_pseudogene, -0.00446060476814979, 2.87768424697137, ENSG00000251990.1,RNA5SP180,rRNA_pseudogene,17156971,17157071,"RNA,
11770, ENSG00000242456.1, processed_pseudogene, -0.0224864844944651, 5.89037884266503, ENSG00000242456.1,MTCO3P38,processed_pseudogene,166161203,166161968,
15068, ENSG00000222054.1, rRNA_pseudogene, -0.00349453017952333, 7.3934361282324, ENSG00000222054.1,RNA5SP177,rRNA_pseudogene,9760907,9761013,"RNA,
15354, ENSG00000250672.1, processed_pseudogene, -0.0112256708813409, 6.10712521741848, ENSG00000250672.1,,processed_pseudogene,33090126,33090349,
14711, ENSG00000249883.1, lincRNA, -0.00110862219742571, 0.496889552401289, ENSG00000249883.1,,lncRNA,180731164,180759038,
2723, ENSG00000226755.2, processed_pseudogene, 0.000820963693221639, 8.99739496849037, ENSG00000226755.2,VPS25P1,processed_pseudogene,117549415,117549922,
18015, ENSG00000230631.1, lincRNA, -0.0386886208778115, 5.10143775401845, ENSG00000230631.1,,lncRNA,14229775,14231570,
8409, ENSG00000260142.1, lincRNA, -0.0378964807251144, 4.62317211854279, ENSG00000260142.1,,lncRNA,193898367,193899394,
12159, ENSG00000225058.1, lincRNA, 0.00128509997003421, 7.01696563470354, ENSG00000225058.1,,lncRNA,187997422,188003990,
16457, ENSG00000250472.1, sense_intronic, -0.0197176596487245, 5.07748905248844, ENSG00000250472.1,TRIM36-IT1,lncRNA,115148764,115149644,
5422, ENSG00000232979.1, processed_pseudogene, 0.00243638698929694, 5.09916330807567, ENSG00000232979.1,,processed_pseudogene,7735645,7735783,"pseudogene similar to part of proteasome (prosome, macropain) subunit, beta type,
7739, ENSG00000235232.1, processed_pseudogene, 0.0169832091468805, 4.42159953919663, ENSG00000235232.1,MRPS18BP2,processed_pseudogene,139668547,139669305,
13713, ENSG00000250293.1, processed_pseudogene, -0.00632463811555665, 3.84788809671229, ENSG00000250293.1,CRYZP2,processed_pseudogene,97916353,97917401,
3633, ENSG00000225217.1, unprocessed_pseudogene, -0.0389168398092092, 4.88622577448826, ENSG00000225217.1,HSPA7,unprocessed_pseudogene,161606291,161608217,
5691, ENSG00000276653.1, misc_RNA, -0.00774584939020553, 1.74834068263035, ENSG00000276653.1,RN7SL856P,misc_RNA,25058032,25058329,"RNA, 7SL, cytoplasmic 856,
11823, ENSG00000187033.9, protein_coding, -0.0118052673394418, 5.52159999663872, ENSG00000187033.9,SAMD7,protein_coding,169911572,169939175,
7940, ENSG00000213189.5, processed_pseudogene, -0.00534082972454947, 6.09004569834835, ENSG00000213189.5,BTF3L4P2,processed_pseudogene,159003975,159004320,
18410, ENSG00000261548.1, unprocessed_pseudogene, 0.0155685634494408, 4.09185496065836, ENSG00000261548.1,HLA-P,unprocessed_pseudogene,29800415,29802425,"major histocompatibility complex, class I,
2922, ENSG00000273768.1, snRNA, -0.000343996038695962, 2.84674629746422, ENSG00000273768.1,RNVU1-29,snRNA,146376807,146376970,"RNA,
5672, ENSG00000223754.1, antisense, 0.00894243376892108, 8.68901037978784, ENSG00000223754.1,,lncRNA,24199839,24201698,
11381, ENSG00000233701.3, protein_coding, 0.00703281375764788, 4.21325864722719, ENSG00000233701.3,PRR23C,protein_coding,139042102,139044892,
15276, ENSG00000230571.2, processed_pseudogene, -0.0119158890250231, 6.28093263260972, ENSG00000230571.2,,processed_pseudogene,26669346,26669736,
15347, ENSG00000250885.1, lincRNA, 0.00116805236732086, 1.67302918803736, ENSG00000250885.1,LINC02061,lncRNA,32646564,32651976,
16299, ENSG00000250162.1, processed_pseudogene, 0.0200556264988403, 6.76575164638254, ENSG00000250162.1,CSNK1A1P3,processed_pseudogene,98833382,98833711,
9675, ENSG00000232167.1, processed_pseudogene, 0.0256611833834905, 3.85591386043128, ENSG00000232167.1,,processed_pseudogene,27525353,27525394,
14764, ENSG00000271646.1, bidirectional_promoter_lncRNA, -0.00557628872567003, 5.04170885848352, ENSG00000271646.1,IRF2-DT,lncRNA,184474802,184477304,
16545, ENSG00000244088.1, processed_pseudogene, -0.0033740698934875, 4.64165331043478, ENSG00000244088.1,RPL23AP44,processed_pseudogene,121575848,121576320,
4589, ENSG00000236317.1, processed_pseudogene, 0.00391140977646156, 7.35825714105828, ENSG00000236317.1,,processed_pseudogene,212855175,212855366,
7850, ENSG00000213201.3, processed_pseudogene, 0.00248317289816024, 3.94516672976743, ENSG00000213201.3,FABP5P10,processed_pseudogene,151186188,151186595,
13512, ENSG00000249646.2, transcribed_unprocessed_pseudogene, -0.00235468675240762, 7.87261155171824, ENSG00000249646.2,OR7E94P,transcribed_unprocessed_pseudogene,79587302,79588130,
1143, ENSG00000232335.1, antisense, -0.0033097843534259, 3.34405401121251, ENSG00000232335.1,,lncRNA,35739389,35743576,
489, ENSG00000215720.4, processed_pseudogene, 0.0306486500491347, 4.70272816268397, ENSG00000215720.4,MFFP1,processed_pseudogene,15191828,15192845,
6716, ENSG00000202537.1, snoRNA, -0.00410538876638154, 4.74455744276564, ENSG00000202537.1,U8,snoRNA,86347062,86347195,
259, ENSG00000237365.1, antisense, -0.022804663376603, 5.17549459344891, ENSG00000237365.1,,lncRNA,7008376,7014279,"novel transcript,
3823, ENSG00000235303.1, lincRNA, 0.00163253343338145, 2.80638272308288, ENSG00000235303.1,,lncRNA,170598854,170647339,
13236, ENSG00000250169.1, processed_pseudogene, -0.0153286623629782, 4.89369919342328, ENSG00000250169.1,MTND5P13,processed_pseudogene,64609454,64610532,
2722, ENSG00000279513.1, TEC, -0.00538678028606337, 3.50211306559643, ENSG00000279513.1,,TEC,117493515,117495006,
9227, ENSG00000232306.2, lincRNA, -0.00483440291044373, 5.38967355868256, ENSG00000232306.2,,lncRNA,238295392,238300620,
41, ENSG00000268663.1, processed_pseudogene, -0.0203432351738658, 6.52235283560156, ENSG00000268663.1,WBP1LP6,processed_pseudogene,674842,675265,
15400, ENSG00000251591.2, processed_pseudogene, 0.0290159594283573, 4.50401457811058, ENSG00000251591.2,,processed_pseudogene,36071791,36072079,"UDP glycosyltransferase 3 family,
893, ENSG00000252098.1, misc_RNA, 0.0282683636025997, 5.39514495372849, ENSG00000252098.1,Y_RNA,misc_RNA,27255464,27255567,
18389, ENSG00000227609.2, processed_pseudogene, -0.0179886753073989, 4.25983086108471, ENSG00000227609.2,TMEM183AP1,processed_pseudogene,29577459,29577748,
881, ENSG00000172746.6, unprocessed_pseudogene, -0.00301347777539104, 6.82783571232095, ENSG00000172746.6,RPL12P13,unprocessed_pseudogene,26980165,26980975,
15134, ENSG00000272057.1, lincRNA, -0.0129146500223512, 2.67520042482023, ENSG00000272057.1,ANKH-DT,lncRNA,14872332,14872713,
352, ENSG00000271989.1, antisense, 0.0259458869257014, 5.4967465645288, ENSG00000271989.1,,lncRNA,10429881,10430677,"novel transcript,
7875, ENSG00000226338.1, processed_pseudogene, 0.00984943162220566, 2.34656065314308, ENSG00000226338.1,,processed_pseudogene,153208086,153208163,"pseudogene similar to part of phospholipase C,
8317, ENSG00000226747.6, antisense, 0.0178496450743702, 3.36215785893273, ENSG00000226747.6,FSIP2-AS2,lncRNA,185719874,185740479,
1752, ENSG00000230546.1, unprocessed_pseudogene, -0.00309443576394941, 1.14691884136014, ENSG00000230546.1,,unprocessed_pseudogene,58084419,58084559,
12271, ENSG00000224769.1, unprocessed_pseudogene, 0.0144633472375505, 4.84567686568118, ENSG00000224769.1,MUC20P1,unprocessed_pseudogene,195614947,195620233,"mucin 20,
7655, ENSG00000271179.1, processed_pseudogene, 0.0210451260970387, 4.07774114759227, ENSG00000271179.1,,processed_pseudogene,132080290,132080755,
13596, ENSG00000252757.1, misc_RNA, -0.0285844874223811, 5.13800692135824, ENSG00000252757.1,RN7SKP96,misc_RNA,86336318,86336614,
9921, ENSG00000236459.1, processed_pseudogene, -0.00514425493806593, 3.9406214096072, ENSG00000236459.1,HNRNPA1P22,processed_pseudogene,42889361,42890306,
16072, ENSG00000249772.1, antisense, 0.0124497642741709, 4.50103111218199, ENSG00000249772.1,,lncRNA,81113385,81114852,
11473, ENSG00000280397.1, TEC, 0.0126504219924734, 4.65688680065959, ENSG00000280397.1,,TEC,144442211,144445844,
5441, ENSG00000240980.1, lincRNA, 0.00153233529260106, 9.47767521140046, ENSG00000240980.1,,lncRNA,9143166,9146106,
13595, ENSG00000250062.5, antisense, 0.0114657369441358, 7.03182287222247, ENSG00000250062.5,MAPK10-AS1,lncRNA,86117912,86219926,
590, ENSG00000142619.4, protein_coding, -0.0172556764261835, 4.1958524321359, ENSG00000142619.4,PADI3,protein_coding,17249098,17284233,
10422, ENSG00000189196.4, lincRNA, -0.019822732215212, 4.78579741238086, ENSG00000189196.4,LINC00994,lncRNA,64078361,64087363,
4472, ENSG00000243636.1, lincRNA, 0.0021408751636485, 6.15858574079071, ENSG00000243636.1,,lncRNA,207179296,207184062,
16131, ENSG00000249153.1, lincRNA, 0.00234803608956376, 4.43323545846752, ENSG00000249153.1,,lncRNA,85848502,85849199,
2611, ENSG00000252750.1, snRNA, -0.00758572135503642, 4.48896236871978, ENSG00000252750.1,RNU7-70P,snRNA,112634719,112634784,"RNA,
5275, ENSG00000177233.2, unprocessed_pseudogene, -0.0166327119886616, 4.23193950807441, ENSG00000177233.2,OR2M1P,unprocessed_pseudogene,248121932,248122882,
16151, ENSG00000207452.1, snRNA, 0.00858234052051776, 2.48842236080728, ENSG00000207452.1,RNU6-606P,snRNA,87299687,87299797,"RNA, U6 small nuclear 606,
11939, ENSG00000200616.1, misc_RNA, 0.0347895378044126, 6.78879375608129, ENSG00000200616.1,Y_RNA,misc_RNA,179097731,179097840,
16971, ENSG00000113205.5, protein_coding, -0.000397441445616735, 2.87379183652559, ENSG00000113205.5,PCDHB3,protein_coding,141100473,141103827,
9097, ENSG00000224516.5, antisense, -0.013619819074734, 4.17181442773333, ENSG00000224516.5,,lncRNA,232379635,232381674,
3904, ENSG00000237317.2, processed_pseudogene, -0.0143179239525977, 6.20675798364513, ENSG00000237317.2,,processed_pseudogene,174367105,174368039,
14672, ENSG00000249284.1, processed_pseudogene, -0.0264949222606154, 4.05071750184487, ENSG00000249284.1,,processed_pseudogene,175286605,175290767,
1697, ENSG00000237173.1, processed_pseudogene, -0.0077500985964199, 3.68850081056761, ENSG00000237173.1,,processed_pseudogene,54524824,54524931,
11848, ENSG00000239739.1, lincRNA, -0.00106293705249692, 4.82714168639091, ENSG00000239739.1,,lncRNA,170740351,170741365,
1934, ENSG00000237919.5, antisense, 0.00772766023153643, 2.02324767288288, ENSG00000237919.5,LRRC7-AS1,lncRNA,70013982,70031222,
11475, ENSG00000241695.1, processed_pseudogene, 0.0155611608597384, 4.692911077795, ENSG00000241695.1,GM2AP1,processed_pseudogene,145684572,145685092,
11286, ENSG00000249725.1, lincRNA, -0.0101744389948688, 3.69811342245085, ENSG00000249725.1,,lncRNA,133015004,133037052,
6248, ENSG00000201076.1, snRNA, 0.0133704113182806, 6.05593170605647, ENSG00000201076.1,RNU4-51P,snRNA,60911303,60911442,"RNA, U4 small nuclear 51,
1574, ENSG00000275816.1, miRNA, -0.01138650491312, 5.86765520596352, ENSG00000275816.1,MIR6500,miRNA,51060018,51060103,
5485, ENSG00000236162.1, lincRNA, -0.00411952820799107, 6.90524837056213, ENSG00000236162.1,,lncRNA,10717773,10720952,
14273, ENSG00000285783.1, processed_transcript, 0.00280800852539422, 7.19569025725674, ENSG00000285783.1,,lncRNA,144111039,144870953,
4155, ENSG00000285638.1, lincRNA, -0.0266826594761918, 4.16551893228617, ENSG00000285638.1,,lncRNA,190878145,191151410,
5624, ENSG00000270100.1, lincRNA, -0.00845588337720596, 5.0686717496264, ENSG00000270100.1,,lncRNA,20678254,20678932,
3512, ENSG00000215846.6, processed_pseudogene, 0.0230437379109846, 6.10281024878294, ENSG00000215846.6,MPTX1,processed_pseudogene,159276503,159277111,
4287, ENSG00000235121.1, antisense, -0.0146403307372485, 3.97863642147193, ENSG00000235121.1,,lncRNA,201723294,201737506,
7480, ENSG00000226789.1, processed_pseudogene, 0.0135481743613032, 6.98574752031345, ENSG00000226789.1,WBP11P2,processed_pseudogene,127247258,127250082,
11242, ENSG00000248618.1, processed_pseudogene, -0.0195964227485665, 6.55175815662148, ENSG00000248618.1,ENPP7P3,processed_pseudogene,130167790,130168030,
11911, ENSG00000252302.1, rRNA_pseudogene, 0.0142153493436565, 4.54457642423651, ENSG00000252302.1,RNA5SP147,rRNA_pseudogene,176763233,176763341,"RNA,
1087, ENSG00000278997.1, TEC, -0.0158326319187526, 5.5502535476058, ENSG00000278997.1,,TEC,33141871,33143230,
15021, ENSG00000249638.1, lincRNA, -0.0143731284088864, 3.20835933310097, ENSG00000249638.1,,lncRNA,7362979,7364531,
14518, ENSG00000249425.1, lincRNA, 0.0339618031424594, 5.29924252441019, ENSG00000249425.1,LINC02477,lncRNA,160539254,160586817,
10584, ENSG00000271389.1, processed_pseudogene, -0.0103260793393202, 6.5771145167606, ENSG00000271389.1,OSBPL9P1,processed_pseudogene,80163327,80164795,
7393, ENSG00000243510.3, misc_RNA, 0.0157687023929838, 8.25528322882811, ENSG00000243510.3,RN7SL111P,misc_RNA,118016385,118016669,"RNA, 7SL, cytoplasmic 111,
6207, ENSG00000271894.1, processed_transcript, 0.00774301384988746, 6.58225729986326, ENSG00000271894.1,,lncRNA,56147630,56386171,
12657, ENSG00000250040.2, processed_pseudogene, -0.0179937616231991, 5.82558032679861, ENSG00000250040.2,RAF1P1,processed_pseudogene,10254926,10256621,
18697, ENSG00000272217.1, lincRNA, 0.0302981725414311, 4.78377451170447, ENSG00000272217.1,,lncRNA,33246075,33246856,
14450, ENSG00000248548.1, unprocessed_pseudogene, 0.0135245144722097, 6.03243150397091, ENSG00000248548.1,MTND4P8,unprocessed_pseudogene,155455050,155456411,
15328, ENSG00000224282.3, processed_pseudogene, 0.0218009726963799, 6.50614741256707, ENSG00000224282.3,,processed_pseudogene,31822561,31823136,
1372, ENSG00000283836.1, miRNA, 0.00846962970644793, 4.02157613338258, ENSG00000283836.1,MIR6734,miRNA,43364648,43364715,
17247, ENSG00000241963.3, misc_RNA, 0.00603396067503025, 2.28883883001707, ENSG00000241963.3,RN7SL655P,misc_RNA,154349428,154349725,"RNA, 7SL, cytoplasmic 655,
11329, ENSG00000227267.3, processed_pseudogene, 0.0283940461468624, 3.68847159875229, ENSG00000227267.3,,processed_pseudogene,136055184,136055764,
14372, ENSG00000270265.1, lincRNA, -0.0103456796385468, 7.61094205397484, ENSG00000270265.1,,lncRNA,151333775,151353224,
13273, ENSG00000232398.1, unprocessed_pseudogene, 0.00113071821821973, 7.96907281407818, ENSG00000232398.1,TMPRSS11CP,unprocessed_pseudogene,67766480,67773854,"transmembrane serine protease 11C,
16408, ENSG00000251627.1, processed_pseudogene, -0.0257225296585967, 3.04958870271352, ENSG00000251627.1,,processed_pseudogene,110983563,110984466,
594, ENSG00000227751.1, antisense, 0.0163800417818873, 4.28240337637722, ENSG00000227751.1,RCC2-AS1,lncRNA,17406760,17407382,
16310, ENSG00000248928.1, processed_pseudogene, -0.00269600922711831, 6.4388130226584, ENSG00000248928.1,,processed_pseudogene,99594880,99595297,
15672, ENSG00000250480.3, processed_pseudogene, -0.0205996664560395, 5.36630647164733, ENSG00000250480.3,,processed_pseudogene,57120796,57122624,
14819, ENSG00000272218.1, lincRNA, 0.0223341559289993, 3.72623294016203, ENSG00000272218.1,,lncRNA,186892552,186892983,
7067, ENSG00000204637.4, processed_pseudogene, 0.0231194822889658, 6.77380839058988, ENSG00000204637.4,ARPP19P2,processed_pseudogene,100509277,100509612,
9467, ENSG00000226621.1, processed_pseudogene, 0.00955719377150366, 5.48750355402737, ENSG00000226621.1,,processed_pseudogene,11290406,11290663,
18961, ENSG00000272223.1, antisense, -0.00854130081129692, 5.61654365789464, ENSG00000272223.1,,lncRNA,43033897,43034405,"novel transcript,
1240, ENSG00000226438.1, antisense, -0.00131684492954665, 4.83319637477821, ENSG00000226438.1,,lncRNA,39249838,39257649,
12694, ENSG00000250497.1, lincRNA, -0.00591655502461392, 7.11977374843812, ENSG00000250497.1,,lncRNA,13777377,13782157,
463, ENSG00000231219.1, unprocessed_pseudogene, -0.0235621783062243, 4.97187975460409, ENSG00000231219.1,PRAMEF32P,unprocessed_pseudogene,13273539,13275627,"PRAME family member 32,
9236, ENSG00000226992.1, lincRNA, 0.0271409207360826, 6.27508889724938, ENSG00000226992.1,,lncRNA,238788648,238789716,
11497, ENSG00000241202.1, antisense, 0.0236307815779649, 4.31465764824259, ENSG00000241202.1,ZIC4-AS1,lncRNA,147386967,147387453,
14669, ENSG00000250200.1, processed_pseudogene, -0.00938114976237983, 4.24281754818954, ENSG00000250200.1,,processed_pseudogene,174923813,174924038,
2986, ENSG00000278596.1, miRNA, -0.0314628969043502, 4.45935312927215, ENSG00000278596.1,MIR6077,miRNA,148388282,148388363,
